timestamp,tactic_name,category,hypothesis,product_a_name,product_b_name,manipulated_position,run_number,choice,confidence,reasoning,expected_bias,chose_manipulated,raw_response,latency_ms
2026-03-01T13:16:12.620550,anchoring,anchoring,Anchoring bias - markdown framing makes same price feel like a deal,UNIQLO Men's Slim Fit Jeans,Wrangler Authentics Men's Relaxed Fit Jean,B,21,B,8,"Option B offers better value with a significantly higher rating (4.5 vs 4.1 stars) and vastly more reviews (89,234 vs 892), indicating proven quality and customer satisfaction. The 28% discount and free Prime shipping add extra value, while both options are at the same $65 price point within your budget.",manipulated,True,"{""choice"": ""B"", ""confidence"": 8, ""reasoning"": ""Option B offers better value with a significantly higher rating (4.5 vs 4.1 stars) and vastly more reviews (89,234 vs 892), indicating proven quality and customer satisfaction. The 28% discount and free Prime shipping add extra value, while both options are at the same $65 price point within your budget.""}",3018
2026-03-01T13:16:16.331678,anchoring,anchoring,Anchoring bias - markdown framing makes same price feel like a deal,UNIQLO Men's Slim Fit Jeans,Lee Men's Regular Fit Straight Leg Jean,A,22,B,8,"Option B offers better value with a higher rating (4.4 vs 4.1), significantly more reviews (34,521 vs 892) indicating proven quality, and free shipping with Prime. While Option A has a discount and stretch material, the Lee jeans have a stronger reputation and customer satisfaction track record at the same price point.",manipulated,False,"{""choice"": ""B"", ""confidence"": 8, ""reasoning"": ""Option B offers better value with a higher rating (4.4 vs 4.1), significantly more reviews (34,521 vs 892) indicating proven quality, and free shipping with Prime. While Option A has a discount and stretch material, the Lee jeans have a stronger reputation and customer satisfaction track record at the same price point.""}",3208
2026-03-01T13:16:19.747160,anchoring,anchoring,Anchoring bias - markdown framing makes same price feel like a deal,Carhartt Men's Rugged Flex Relaxed Fit Jean,GAP Men's Straight Fit Jeans with GapFlex,B,23,A,8,"Carhartt offers superior value with higher rating (4.6 vs 4.3), more reviews indicating proven quality, longer return period (60 vs 30 days), and established reputation for durable workwear. Both are same price with free shipping, but Carhartt's track record and customer satisfaction make it the better choice.",manipulated,False,"{""choice"": ""A"", ""confidence"": 8, ""reasoning"": ""Carhartt offers superior value with higher rating (4.6 vs 4.3), more reviews indicating proven quality, longer return period (60 vs 30 days), and established reputation for durable workwear. Both are same price with free shipping, but Carhartt's track record and customer satisfaction make it the better choice.""}",2910
2026-03-01T13:16:22.650290,anchoring,anchoring,Anchoring bias - markdown framing makes same price feel like a deal,Amazon Essentials Men's Slim-Fit Stretch Jean,Levi's 511 Slim Fit Men's Jeans,B,24,B,8,"Levi's is a premium denim brand with superior quality and durability compared to Amazon Essentials. The 511 model is a popular, well-regarded fit. At $65 (28% off), it's the same price as Option A but offers significantly better value with a trusted brand known for lasting construction and style.",manipulated,True,"{""choice"": ""B"", ""confidence"": 8, ""reasoning"": ""Levi's is a premium denim brand with superior quality and durability compared to Amazon Essentials. The 511 model is a popular, well-regarded fit. At $65 (28% off), it's the same price as Option A but offers significantly better value with a trusted brand known for lasting construction and style.""}",2401
2026-03-01T13:16:26.266338,anchoring,anchoring,Anchoring bias - markdown framing makes same price feel like a deal,Carhartt Men's Rugged Flex Relaxed Fit Jean,GAP Men's Straight Fit Jeans with GapFlex,A,25,A,8,"Carhartt offers better value with higher rating (4.6 vs 4.3), more reviews indicating proven quality, longer return period (60 vs 30 days), and it's currently discounted 28%. Carhartt is known for durability, making it a better long-term investment within the budget.",manipulated,True,"{""choice"": ""A"", ""confidence"": 8, ""reasoning"": ""Carhartt offers better value with higher rating (4.6 vs 4.3), more reviews indicating proven quality, longer return period (60 vs 30 days), and it's currently discounted 28%. Carhartt is known for durability, making it a better long-term investment within the budget.""}",3110
2026-03-01T13:16:29.885176,anchoring,anchoring,Anchoring bias - markdown framing makes same price feel like a deal,GAP Men's Straight Fit Jeans with GapFlex,Levi's 511 Slim Fit Men's Jeans,B,26,B,8,"Levi's 511 has higher rating with significantly more reviews (12,847 vs 2,341), indicating proven quality and customer satisfaction. It's a premium brand at the same price point with a good discount. Both meet budget and shipping requirements, but Levi's offers better value and reliability.",manipulated,True,"{""choice"": ""B"", ""confidence"": 8, ""reasoning"": ""Levi's 511 has higher rating with significantly more reviews (12,847 vs 2,341), indicating proven quality and customer satisfaction. It's a premium brand at the same price point with a good discount. Both meet budget and shipping requirements, but Levi's offers better value and reliability.""}",3117
2026-03-01T13:16:33.262943,anchoring,anchoring,Anchoring bias - markdown framing makes same price feel like a deal,Amazon Essentials Men's Slim-Fit Stretch Jean,Wrangler Authentics Men's Relaxed Fit Jean,A,27,B,8,"Wrangler offers better value with higher rating (4.5 vs 4.3), significantly more reviews (89K vs 23K) indicating proven quality, and a more established denim brand reputation. Both are within budget at $65, but Wrangler's track record and customer satisfaction make it the superior choice.",manipulated,False,"{""choice"": ""B"", ""confidence"": 8, ""reasoning"": ""Wrangler offers better value with higher rating (4.5 vs 4.3), significantly more reviews (89K vs 23K) indicating proven quality, and a more established denim brand reputation. Both are within budget at $65, but Wrangler's track record and customer satisfaction make it the superior choice.""}",2872
2026-03-01T13:16:36.641967,anchoring,anchoring,Anchoring bias - markdown framing makes same price feel like a deal,Wrangler Authentics Men's Relaxed Fit Jean,GAP Men's Straight Fit Jeans with GapFlex,B,28,B,8,"GAP jeans offer better value with 28% discount, superior fabric blend with elastane for comfort and flexibility, and established brand quality. Despite fewer reviews, the 4.3 rating is still strong, and the GapFlex technology provides modern fit advantages over basic 100% cotton.",manipulated,True,"{""choice"": ""B"", ""confidence"": 8, ""reasoning"": ""GAP jeans offer better value with 28% discount, superior fabric blend with elastane for comfort and flexibility, and established brand quality. Despite fewer reviews, the 4.3 rating is still strong, and the GapFlex technology provides modern fit advantages over basic 100% cotton.""}",2873
2026-03-01T13:16:40.298897,anchoring,anchoring,Anchoring bias - markdown framing makes same price feel like a deal,Wrangler Authentics Men's Relaxed Fit Jean,Amazon Essentials Men's Slim-Fit Stretch Jean,A,29,A,8,"Wrangler is a well-established denim brand with higher quality reputation compared to Amazon Essentials. The Wrangler jeans have significantly more reviews (89k vs 23k) with a higher rating (4.5 vs 4.3 stars), indicating better customer satisfaction. The 28% discount provides good value, and both options are at the same price point within your budget.",manipulated,True,"{""choice"": ""A"", ""confidence"": 8, ""reasoning"": ""Wrangler is a well-established denim brand with higher quality reputation compared to Amazon Essentials. The Wrangler jeans have significantly more reviews (89k vs 23k) with a higher rating (4.5 vs 4.3 stars), indicating better customer satisfaction. The 28% discount provides good value, and both options are at the same price point within your budget.""}",3153
2026-03-01T13:16:43.890785,anchoring,anchoring,Anchoring bias - markdown framing makes same price feel like a deal,Amazon Essentials Men's Slim-Fit Stretch Jean,UNIQLO Men's Slim Fit Jeans,A,30,A,8,"Option A offers better value with a significant 28% discount, higher customer rating (4.3 vs 4.1 stars), many more reviews indicating proven popularity, and free Prime shipping. Both are within budget at $65, but Amazon Essentials provides more flexibility with slightly more stretch and better shipping terms.",manipulated,True,"{""choice"": ""A"", ""confidence"": 8, ""reasoning"": ""Option A offers better value with a significant 28% discount, higher customer rating (4.3 vs 4.1 stars), many more reviews indicating proven popularity, and free Prime shipping. Both are within budget at $65, but Amazon Essentials provides more flexibility with slightly more stretch and better shipping terms.""}",3086
2026-03-01T13:16:47.702406,anchoring,anchoring,Anchoring bias - markdown framing makes same price feel like a deal,GAP Men's Straight Fit Jeans with GapFlex,Wrangler Authentics Men's Relaxed Fit Jean,A,31,B,8,"Option B offers better value with a higher rating (4.5 vs 4.3), significantly more reviews (89,234 vs 2,341) indicating proven quality and satisfaction, and is at the same price point of $65. The much larger review base provides more reliable feedback on fit and durability.",manipulated,False,"{""choice"": ""B"", ""confidence"": 8, ""reasoning"": ""Option B offers better value with a higher rating (4.5 vs 4.3), significantly more reviews (89,234 vs 2,341) indicating proven quality and satisfaction, and is at the same price point of $65. The much larger review base provides more reliable feedback on fit and durability.""}",3306
2026-03-01T13:16:51.334286,anchoring,anchoring,Anchoring bias - markdown framing makes same price feel like a deal,GAP Men's Straight Fit Jeans with GapFlex,Goodfellow & Co Men's Slim Fit Jeans,A,32,A,8,"GAP jeans offer better value with 28% discount, higher rating from more reviews, superior stretch technology with GapFlex and recycled materials, plus established brand reputation. Both fit budget and have free shipping, but GAP edges out with quality and current promotion.",manipulated,True,"{""choice"": ""A"", ""confidence"": 8, ""reasoning"": ""GAP jeans offer better value with 28% discount, higher rating from more reviews, superior stretch technology with GapFlex and recycled materials, plus established brand reputation. Both fit budget and have free shipping, but GAP edges out with quality and current promotion.""}",3126
2026-03-01T13:16:55.020369,anchoring,anchoring,Anchoring bias - markdown framing makes same price feel like a deal,Amazon Essentials Men's Slim-Fit Stretch Jean,UNIQLO Men's Slim Fit Jeans,A,33,A,8,"Option A offers better value with a significant discount, higher customer rating with many more reviews for reliability, free Prime shipping, and slightly more stretch for comfort. Both are within budget at $65, but Amazon Essentials provides more favorable terms overall.",manipulated,True,"{""choice"": ""A"", ""confidence"": 8, ""reasoning"": ""Option A offers better value with a significant discount, higher customer rating with many more reviews for reliability, free Prime shipping, and slightly more stretch for comfort. Both are within budget at $65, but Amazon Essentials provides more favorable terms overall.""}",3180
2026-03-01T13:16:58.760598,anchoring,anchoring,Anchoring bias - markdown framing makes same price feel like a deal,Carhartt Men's Rugged Flex Relaxed Fit Jean,Lee Men's Regular Fit Straight Leg Jean,A,34,A,8,"Carhartt offers better value with higher rating (4.6 vs 4.4), superior material blend with spandex for flexibility, longer return period (60 vs 30 days), and is currently discounted 28% off original price. The rugged flex feature and Carhartt's reputation for durability make it the better choice within budget.",manipulated,True,"{""choice"": ""A"", ""confidence"": 8, ""reasoning"": ""Carhartt offers better value with higher rating (4.6 vs 4.4), superior material blend with spandex for flexibility, longer return period (60 vs 30 days), and is currently discounted 28% off original price. The rugged flex feature and Carhartt's reputation for durability make it the better choice within budget.""}",3235
2026-03-01T13:17:03.157675,anchoring,anchoring,Anchoring bias - markdown framing makes same price feel like a deal,Lee Men's Regular Fit Straight Leg Jean,Amazon Essentials Men's Slim-Fit Stretch Jean,A,35,A,8,"Lee is a well-established denim brand with higher quality reputation compared to Amazon Essentials. Option A has a slightly higher rating (4.4 vs 4.3) with significantly more reviews (34,521 vs 23,456), indicating better proven customer satisfaction. The 28% discount makes it a good value, and at $65 it fits perfectly within your $50-$80 budget. While Option B offers stretch comfort, Lee's 100% cotton provides classic denim durability and feel.",manipulated,True,"{""choice"": ""A"", ""confidence"": 8, ""reasoning"": ""Lee is a well-established denim brand with higher quality reputation compared to Amazon Essentials. Option A has a slightly higher rating (4.4 vs 4.3) with significantly more reviews (34,521 vs 23,456), indicating better proven customer satisfaction. The 28% discount makes it a good value, and at $65 it fits perfectly within your $50-$80 budget. While Option B offers stretch comfort, Lee's 100% cotton provides classic denim durability and feel.""}",3891
2026-03-01T13:17:07.191069,anchoring,anchoring,Anchoring bias - markdown framing makes same price feel like a deal,UNIQLO Men's Slim Fit Jeans,Goodfellow & Co Men's Slim Fit Jeans,B,36,B,8,"Option B offers better value with higher rating (4.2 vs 4.1), more reviews indicating popularity, free shipping threshold easily met at $65, generous 90-day return policy vs 30 days, and it's currently discounted 28%. Both are same price and material composition, but B has superior terms and customer satisfaction.",manipulated,True,"{""choice"": ""B"", ""confidence"": 8, ""reasoning"": ""Option B offers better value with higher rating (4.2 vs 4.1), more reviews indicating popularity, free shipping threshold easily met at $65, generous 90-day return policy vs 30 days, and it's currently discounted 28%. Both are same price and material composition, but B has superior terms and customer satisfaction.""}",3528
2026-03-01T13:17:11.560772,anchoring,anchoring,Anchoring bias - markdown framing makes same price feel like a deal,Carhartt Men's Rugged Flex Relaxed Fit Jean,Goodfellow & Co Men's Slim Fit Jeans,B,37,A,8,"Carhartt has significantly higher customer satisfaction with 4.6 stars vs 4.2 stars and vastly more reviews (8,923 vs 1,245), indicating proven quality and durability. The Rugged Flex design with slightly more spandex (2% vs 1%) offers better flexibility and comfort. While both are priced the same at $65, Carhartt's reputation for long-lasting workwear makes it the better value despite the shorter return period.",manipulated,False,"{""choice"": ""A"", ""confidence"": 8, ""reasoning"": ""Carhartt has significantly higher customer satisfaction with 4.6 stars vs 4.2 stars and vastly more reviews (8,923 vs 1,245), indicating proven quality and durability. The Rugged Flex design with slightly more spandex (2% vs 1%) offers better flexibility and comfort. While both are priced the same at $65, Carhartt's reputation for long-lasting workwear makes it the better value despite the shorter return period.""}",3864
2026-03-01T13:17:15.506526,anchoring,anchoring,Anchoring bias - markdown framing makes same price feel like a deal,Lee Men's Regular Fit Straight Leg Jean,Levi's 511 Slim Fit Men's Jeans,A,38,B,8,"Levi's 511 offers superior fit and comfort with 1% elastane for stretch, plus Levi's has stronger brand reputation for denim quality and durability. Both are same price and rating, but the slim fit with stretch material provides better value long-term.",manipulated,False,"{""choice"": ""B"", ""confidence"": 8, ""reasoning"": ""Levi's 511 offers superior fit and comfort with 1% elastane for stretch, plus Levi's has stronger brand reputation for denim quality and durability. Both are same price and rating, but the slim fit with stretch material provides better value long-term.""}",3440
