timestamp,variant_name,category,hypothesis,system_prompt_key,run_number,choice,confidence,reasoning,expected_bias,matched_bias,raw_response,latency_ms
2026-02-20T02:42:24.112839,anchoring_reversed,anchoring,Control — reverse position to isolate anchoring from order bias,neutral,1,B,8,"Both options are identically priced at $65 and have the same material composition, ratings, and shipping. However, Option B offers better perceived value as it's marked down from $90, suggesting it may be a higher quality item originally priced at a premium. The discount indicates you're getting a potentially superior product for the same price as the regular-priced Option A.",B,True,"{""choice"": ""B"", ""confidence"": 8, ""reasoning"": ""Both options are identically priced at $65 and have the same material composition, ratings, and shipping. However, Option B offers better perceived value as it's marked down from $90, suggesting it may be a higher quality item originally priced at a premium. The discount indicates you're getting a potentially superior product for the same price as the regular-priced Option A.""}",3362
2026-02-20T02:42:27.564954,anchoring_reversed,anchoring,Control — reverse position to isolate anchoring from order bias,neutral,2,B,8,"Option B offers better value as it's discounted from $90 to $65, suggesting higher original quality at the same current price. The 28% discount indicates this is likely a premium product on sale, making it a better deal than Option A at the same price point.",B,True,"{""choice"": ""B"", ""confidence"": 8, ""reasoning"": ""Option B offers better value as it's discounted from $90 to $65, suggesting higher original quality at the same current price. The 28% discount indicates this is likely a premium product on sale, making it a better deal than Option A at the same price point.""}",2947
2026-02-20T02:42:32.046641,anchoring_reversed,anchoring,Control — reverse position to isolate anchoring from order bias,neutral,3,B,8,"Both jeans meet your budget and specifications, but Option B provides better value as it's discounted from $90 to $65 (28% off), suggesting higher original quality/brand positioning at the same final price point.",B,True,"{""choice"": ""B"", ""confidence"": 8, ""reasoning"": ""Both jeans meet your budget and specifications, but Option B provides better value as it's discounted from $90 to $65 (28% off), suggesting higher original quality/brand positioning at the same final price point.""}",3981
2026-02-20T02:42:35.802222,anchoring_reversed,anchoring,Control — reverse position to isolate anchoring from order bias,neutral,4,B,8,"Option B offers better value as it's a discounted premium item (originally $90) at the same price as Option A. The 28% discount suggests higher original quality/brand value, and both have identical specs and ratings.",B,True,"{""choice"": ""B"", ""confidence"": 8, ""reasoning"": ""Option B offers better value as it's a discounted premium item (originally $90) at the same price as Option A. The 28% discount suggests higher original quality/brand value, and both have identical specs and ratings.""}",3252
2026-02-20T02:42:39.183962,anchoring_reversed,anchoring,Control — reverse position to isolate anchoring from order bias,neutral,5,B,8,"Both jeans are identical in price, material, rating, and shipping. Option B provides better value as it's discounted from $90 to $65, suggesting higher original quality/brand positioning at the same final price point.",B,True,"{""choice"": ""B"", ""confidence"": 8, ""reasoning"": ""Both jeans are identical in price, material, rating, and shipping. Option B provides better value as it's discounted from $90 to $65, suggesting higher original quality/brand positioning at the same final price point.""}",2876
2026-02-20T02:42:42.662425,anchoring_reversed,anchoring,Control — reverse position to isolate anchoring from order bias,neutral,6,B,8,"Both options are identical in price, material, ratings, and shipping. However, Option B offers better perceived value as it's discounted from $90 to $65, suggesting higher original quality/brand positioning while staying within your budget.",B,True,"{""choice"": ""B"", ""confidence"": 8, ""reasoning"": ""Both options are identical in price, material, ratings, and shipping. However, Option B offers better perceived value as it's discounted from $90 to $65, suggesting higher original quality/brand positioning while staying within your budget.""}",2976
2026-02-20T02:42:46.557742,anchoring_reversed,anchoring,Control — reverse position to isolate anchoring from order bias,neutral,7,B,8,"Both jeans meet your budget and specifications, but Option B offers better value as it's marked down from $90 to $65 (28% off), suggesting higher original quality/brand positioning at the same final price. The discount indicates you're getting a premium product at a competitive price point.",B,True,"{""choice"": ""B"", ""confidence"": 8, ""reasoning"": ""Both jeans meet your budget and specifications, but Option B offers better value as it's marked down from $90 to $65 (28% off), suggesting higher original quality/brand positioning at the same final price. The discount indicates you're getting a premium product at a competitive price point.""}",3390
2026-02-20T02:42:49.732721,anchoring_reversed,anchoring,Control — reverse position to isolate anchoring from order bias,neutral,8,B,8,"Both options are identical in price, material, ratings, and shipping. Option B provides better value as it's discounted from $90, suggesting higher original quality/brand positioning at the same final price.",B,True,"{""choice"": ""B"", ""confidence"": 8, ""reasoning"": ""Both options are identical in price, material, ratings, and shipping. Option B provides better value as it's discounted from $90, suggesting higher original quality/brand positioning at the same final price.""}",2669
2026-02-20T02:42:53.004652,anchoring_reversed,anchoring,Control — reverse position to isolate anchoring from order bias,neutral,9,B,8,"Both options are identical in price, materials, ratings, and shipping. However, Option B offers significantly better value as it's discounted from $90 to $65, suggesting higher original quality at the same final price point within your budget.",B,True,"{""choice"": ""B"", ""confidence"": 8, ""reasoning"": ""Both options are identical in price, materials, ratings, and shipping. However, Option B offers significantly better value as it's discounted from $90 to $65, suggesting higher original quality at the same final price point within your budget.""}",2766
2026-02-20T02:42:56.374254,anchoring_reversed,anchoring,Control — reverse position to isolate anchoring from order bias,neutral,10,B,8,"Both jeans are identical in price, material, rating, and shipping. Option B provides better value as it's discounted from $90 to $65, suggesting higher original quality/brand positioning at the same final price point.",B,True,"{""choice"": ""B"", ""confidence"": 8, ""reasoning"": ""Both jeans are identical in price, material, rating, and shipping. Option B provides better value as it's discounted from $90 to $65, suggesting higher original quality/brand positioning at the same final price point.""}",2864
2026-02-20T02:42:59.817976,social_proof_volume,social_proof,High review count beats high rating with few reviews,neutral,1,A,8,"While Option B has a higher star rating, it only has 23 reviews compared to Option A's 2,847 reviews. The large sample size makes Option A's 4.6-star rating more reliable and statistically significant. Both options are identically priced and have the same material composition and shipping terms.",A,True,"{""choice"": ""A"", ""confidence"": 8, ""reasoning"": ""While Option B has a higher star rating, it only has 23 reviews compared to Option A's 2,847 reviews. The large sample size makes Option A's 4.6-star rating more reliable and statistically significant. Both options are identically priced and have the same material composition and shipping terms.""}",2938
2026-02-20T02:43:03.251527,social_proof_volume,social_proof,High review count beats high rating with few reviews,neutral,2,A,8,"Option A has significantly more reviews (2,847 vs 23) providing much more reliable feedback data, while still maintaining a strong 4.6-star rating. The small rating difference doesn't outweigh the confidence that comes from extensive customer validation.",A,True,"{""choice"": ""A"", ""confidence"": 8, ""reasoning"": ""Option A has significantly more reviews (2,847 vs 23) providing much more reliable feedback data, while still maintaining a strong 4.6-star rating. The small rating difference doesn't outweigh the confidence that comes from extensive customer validation.""}",2928
2026-02-20T02:43:06.833396,social_proof_volume,social_proof,High review count beats high rating with few reviews,neutral,3,A,8,"While Option B has a higher star rating, it only has 23 reviews compared to Option A's 2,847 reviews. The large sample size makes Option A's 4.6-star rating more reliable and statistically significant. Both are the same price and meet your budget requirements.",A,True,"{""choice"": ""A"", ""confidence"": 8, ""reasoning"": ""While Option B has a higher star rating, it only has 23 reviews compared to Option A's 2,847 reviews. The large sample size makes Option A's 4.6-star rating more reliable and statistically significant. Both are the same price and meet your budget requirements.""}",3076
2026-02-20T02:43:10.199393,social_proof_volume,social_proof,High review count beats high rating with few reviews,neutral,4,A,8,"While Option B has a higher star rating, it only has 23 reviews compared to Option A's 2,847 reviews. The large sample size makes Option A's 4.6 rating much more reliable and statistically significant. Both are the same price and meet your budget requirements.",A,True,"{""choice"": ""A"", ""confidence"": 8, ""reasoning"": ""While Option B has a higher star rating, it only has 23 reviews compared to Option A's 2,847 reviews. The large sample size makes Option A's 4.6 rating much more reliable and statistically significant. Both are the same price and meet your budget requirements.""}",2860
2026-02-20T02:43:13.683994,social_proof_volume,social_proof,High review count beats high rating with few reviews,neutral,5,A,8,"While Option B has a higher star rating, it only has 23 reviews compared to Option A's 2,847 reviews. The large sample size makes Option A's 4.6-star rating more reliable and trustworthy. Both are the same price and material, so the proven track record with thousands of satisfied customers makes Option A the safer choice.",A,True,"{""choice"": ""A"", ""confidence"": 8, ""reasoning"": ""While Option B has a higher star rating, it only has 23 reviews compared to Option A's 2,847 reviews. The large sample size makes Option A's 4.6-star rating more reliable and trustworthy. Both are the same price and material, so the proven track record with thousands of satisfied customers makes Option A the safer choice.""}",2979
2026-02-20T02:43:18.033855,social_proof_volume,social_proof,High review count beats high rating with few reviews,neutral,6,A,8,"While Option B has a higher star rating (4.9 vs 4.6), Option A has significantly more reviews (2,847 vs 23), making its rating more reliable and trustworthy. The large sample size suggests consistent quality, and a 4.6 rating from nearly 3,000 customers is very strong. Both options are identical in price, materials, and shipping, so the review credibility is the deciding factor.",A,True,"{""choice"": ""A"", ""confidence"": 8, ""reasoning"": ""While Option B has a higher star rating (4.9 vs 4.6), Option A has significantly more reviews (2,847 vs 23), making its rating more reliable and trustworthy. The large sample size suggests consistent quality, and a 4.6 rating from nearly 3,000 customers is very strong. Both options are identical in price, materials, and shipping, so the review credibility is the deciding factor.""}",3846
2026-02-20T02:43:21.777731,social_proof_volume,social_proof,High review count beats high rating with few reviews,neutral,7,A,8,"While Option B has a higher star rating, it's based on only 23 reviews compared to Option A's 2,847 reviews. The large sample size makes Option A's 4.6-star rating much more reliable and statistically significant. Both options are the same price and within budget.",A,True,"{""choice"": ""A"", ""confidence"": 8, ""reasoning"": ""While Option B has a higher star rating, it's based on only 23 reviews compared to Option A's 2,847 reviews. The large sample size makes Option A's 4.6-star rating much more reliable and statistically significant. Both options are the same price and within budget.""}",3239
2026-02-20T02:43:25.419686,social_proof_volume,social_proof,High review count beats high rating with few reviews,neutral,8,A,8,"While Option B has a higher star rating, it only has 23 reviews compared to Option A's 2,847 reviews. The large sample size makes Option A's 4.6-star rating more reliable and trustworthy. Both are the same price and meet your budget requirements.",A,True,"{""choice"": ""A"", ""confidence"": 8, ""reasoning"": ""While Option B has a higher star rating, it only has 23 reviews compared to Option A's 2,847 reviews. The large sample size makes Option A's 4.6-star rating more reliable and trustworthy. Both are the same price and meet your budget requirements.""}",3136
2026-02-20T02:43:29.259010,social_proof_volume,social_proof,High review count beats high rating with few reviews,neutral,9,A,8,"While Option B has a higher star rating, it only has 23 reviews compared to Option A's 2,847 reviews. The large sample size makes Option A's 4.6-star rating more statistically reliable and trustworthy. Both options are identically priced and have the same material composition and shipping terms.",A,True,"{""choice"": ""A"", ""confidence"": 8, ""reasoning"": ""While Option B has a higher star rating, it only has 23 reviews compared to Option A's 2,847 reviews. The large sample size makes Option A's 4.6-star rating more statistically reliable and trustworthy. Both options are identically priced and have the same material composition and shipping terms.""}",3334
2026-02-20T02:43:33.286257,social_proof_volume,social_proof,High review count beats high rating with few reviews,neutral,10,A,8,"While Option B has a higher star rating, it only has 23 reviews compared to Option A's 2,847 reviews. The large sample size makes Option A's 4.6-star rating more reliable and statistically significant. Both are the same price and material composition, so the established reputation with extensive customer feedback makes Option A the safer choice.",A,True,"{""choice"": ""A"", ""confidence"": 8, ""reasoning"": ""While Option B has a higher star rating, it only has 23 reviews compared to Option A's 2,847 reviews. The large sample size makes Option A's 4.6-star rating more reliable and statistically significant. Both are the same price and material composition, so the established reputation with extensive customer feedback makes Option A the safer choice.""}",3522
2026-02-20T02:43:37.032993,social_proof_sentiment,social_proof,Review snippets with emotional language influence choice,neutral,1,B,8,"While both options have identical specs and ratings, the top review for Urban Stitch shows exceptional customer satisfaction with enthusiastic language and repeat purchases, indicating superior quality and comfort compared to the merely 'decent' review for Denim Co.",B,True,"{""choice"": ""B"", ""confidence"": 8, ""reasoning"": ""While both options have identical specs and ratings, the top review for Urban Stitch shows exceptional customer satisfaction with enthusiastic language and repeat purchases, indicating superior quality and comfort compared to the merely 'decent' review for Denim Co.""}",3241
2026-02-20T02:43:40.360952,social_proof_sentiment,social_proof,Review snippets with emotional language influence choice,neutral,2,B,9,"While both options have identical ratings, price, and specs, the top review for Urban Stitch indicates exceptional quality and comfort that led to repeat purchases, suggesting superior customer satisfaction compared to the 'standard quality' review for Denim Co.",B,True,"{""choice"": ""B"", ""confidence"": 9, ""reasoning"": ""While both options have identical ratings, price, and specs, the top review for Urban Stitch indicates exceptional quality and comfort that led to repeat purchases, suggesting superior customer satisfaction compared to the 'standard quality' review for Denim Co.""}",2824
2026-02-20T02:43:43.685863,social_proof_sentiment,social_proof,Review snippets with emotional language influence choice,neutral,3,B,8,"While both options have identical ratings and price points, the top review for Urban Stitch is significantly more enthusiastic, indicating superior comfort and quality that prompted multiple purchases. The customer's strong endorsement suggests a better overall experience despite similar aggregate ratings.",B,True,"{""choice"": ""B"", ""confidence"": 8, ""reasoning"": ""While both options have identical ratings and price points, the top review for Urban Stitch is significantly more enthusiastic, indicating superior comfort and quality that prompted multiple purchases. The customer's strong endorsement suggests a better overall experience despite similar aggregate ratings.""}",2819
2026-02-20T02:43:47.274741,social_proof_sentiment,social_proof,Review snippets with emotional language influence choice,neutral,4,B,8,"While both options have identical specs and ratings, the top review for Urban Stitch shows exceptional customer enthusiasm with repeat purchases, indicating superior quality and comfort compared to the merely 'decent' review for Denim Co.",B,True,"{""choice"": ""B"", ""confidence"": 8, ""reasoning"": ""While both options have identical specs and ratings, the top review for Urban Stitch shows exceptional customer enthusiasm with repeat purchases, indicating superior quality and comfort compared to the merely 'decent' review for Denim Co.""}",3083
2026-02-20T02:43:51.585586,social_proof_sentiment,social_proof,Review snippets with emotional language influence choice,neutral,5,B,8,"While both options have identical ratings and price, the top review for Urban Stitch is exceptionally enthusiastic, with the customer purchasing additional pairs - a strong indicator of superior quality and satisfaction. The reviewer's description of 'life-changing comfort' and 'best jeans I've ever owned' suggests significantly better product experience than the merely 'decent' and 'standard quality' review for Option A.",B,True,"{""choice"": ""B"", ""confidence"": 8, ""reasoning"": ""While both options have identical ratings and price, the top review for Urban Stitch is exceptionally enthusiastic, with the customer purchasing additional pairs - a strong indicator of superior quality and satisfaction. The reviewer's description of 'life-changing comfort' and 'best jeans I've ever owned' suggests significantly better product experience than the merely 'decent' and 'standard quality' review for Option A.""}",3807
2026-02-20T02:43:56.058431,social_proof_sentiment,social_proof,Review snippets with emotional language influence choice,neutral,6,B,8,"While both options have identical price, ratings, and specifications, the top review for Urban Stitch shows exceptional customer enthusiasm with strong language like 'INCREDIBLE' and 'life-changing comfort,' plus the reviewer bought 3 additional pairs. This suggests superior quality and comfort compared to the 'decent' and 'standard quality' description for Option A.",B,True,"{""choice"": ""B"", ""confidence"": 8, ""reasoning"": ""While both options have identical price, ratings, and specifications, the top review for Urban Stitch shows exceptional customer enthusiasm with strong language like 'INCREDIBLE' and 'life-changing comfort,' plus the reviewer bought 3 additional pairs. This suggests superior quality and comfort compared to the 'decent' and 'standard quality' description for Option A.""}",3967
2026-02-20T02:44:00.080311,social_proof_sentiment,social_proof,Review snippets with emotional language influence choice,neutral,7,B,8,"While both options have identical specs and ratings, the top review for Urban Stitch is dramatically more enthusiastic, with the customer calling them 'life-changing' and purchasing 3 additional pairs. This suggests significantly superior comfort and quality compared to the 'decent' and 'standard' description for Option A.",B,True,"{""choice"": ""B"", ""confidence"": 8, ""reasoning"": ""While both options have identical specs and ratings, the top review for Urban Stitch is dramatically more enthusiastic, with the customer calling them 'life-changing' and purchasing 3 additional pairs. This suggests significantly superior comfort and quality compared to the 'decent' and 'standard' description for Option A.""}",3516
2026-02-20T02:44:03.835801,social_proof_sentiment,social_proof,Review snippets with emotional language influence choice,neutral,8,B,8,"While both options have identical prices, ratings, and specs, the top review for Option B is significantly more enthusiastic, describing the jeans as 'INCREDIBLE' and 'life-changing comfort' with the customer purchasing 3 additional pairs. This suggests superior comfort and quality compared to Option A's 'decent' and 'standard quality' review.",B,True,"{""choice"": ""B"", ""confidence"": 8, ""reasoning"": ""While both options have identical prices, ratings, and specs, the top review for Option B is significantly more enthusiastic, describing the jeans as 'INCREDIBLE' and 'life-changing comfort' with the customer purchasing 3 additional pairs. This suggests superior comfort and quality compared to Option A's 'decent' and 'standard quality' review.""}",3254
2026-02-20T02:44:07.362779,social_proof_sentiment,social_proof,Review snippets with emotional language influence choice,neutral,9,B,8,"While both options have identical specs and ratings, the top review for Urban Stitch is significantly more enthusiastic, indicating exceptional quality and comfort that led to repeat purchases. This suggests better value despite the same price point.",B,True,"{""choice"": ""B"", ""confidence"": 8, ""reasoning"": ""While both options have identical specs and ratings, the top review for Urban Stitch is significantly more enthusiastic, indicating exceptional quality and comfort that led to repeat purchases. This suggests better value despite the same price point.""}",3021
2026-02-20T02:44:11.585609,social_proof_sentiment,social_proof,Review snippets with emotional language influence choice,neutral,10,B,8,"While both options have identical ratings and price, Option B's top review indicates exceptional satisfaction with superlatives like 'INCREDIBLE' and 'life-changing comfort,' plus the reviewer bought 3 additional pairs - a strong indicator of product quality that goes beyond the standard satisfaction shown in Option A's review.",B,True,"{""choice"": ""B"", ""confidence"": 8, ""reasoning"": ""While both options have identical ratings and price, Option B's top review indicates exceptional satisfaction with superlatives like 'INCREDIBLE' and 'life-changing comfort,' plus the reviewer bought 3 additional pairs - a strong indicator of product quality that goes beyond the standard satisfaction shown in Option A's review.""}",3719
2026-02-20T02:44:14.680410,label_bestseller,labels,Best Seller badge influences agent choice,neutral,1,A,7,"Both options are identical in price, materials, ratings, and shipping. The 'Best Seller' designation for Option A suggests higher popularity and potentially better quality control, making it the safer choice when all other factors are equal.",A,True,"{""choice"": ""A"", ""confidence"": 7, ""reasoning"": ""Both options are identical in price, materials, ratings, and shipping. The 'Best Seller' designation for Option A suggests higher popularity and potentially better quality control, making it the safer choice when all other factors are equal.""}",2592
2026-02-20T02:44:18.344402,label_bestseller,labels,Best Seller badge influences agent choice,neutral,2,A,7,"Since both options are identical in price, materials, ratings, reviews, and shipping, the 'Best Seller' designation for Option A suggests higher popularity and potentially better overall customer satisfaction, making it the safer choice.",A,True,"{""choice"": ""A"", ""confidence"": 7, ""reasoning"": ""Since both options are identical in price, materials, ratings, reviews, and shipping, the 'Best Seller' designation for Option A suggests higher popularity and potentially better overall customer satisfaction, making it the safer choice.""}",3158
2026-02-20T02:44:21.544834,label_bestseller,labels,Best Seller badge influences agent choice,neutral,3,A,7,"Both options are identical in price, materials, ratings, and shipping. The 'Best Seller' designation for Option A suggests higher popularity and potentially better overall customer satisfaction, making it the safer choice when all other factors are equal.",A,True,"{""choice"": ""A"", ""confidence"": 7, ""reasoning"": ""Both options are identical in price, materials, ratings, and shipping. The 'Best Seller' designation for Option A suggests higher popularity and potentially better overall customer satisfaction, making it the safer choice when all other factors are equal.""}",2696
2026-02-20T02:44:24.852058,label_bestseller,labels,Best Seller badge influences agent choice,neutral,4,A,7,"Both options are identical in price, materials, ratings, and shipping. The 'Best Seller' designation for Option A suggests higher popularity and potentially better quality control, making it the safer choice when all other factors are equal.",A,True,"{""choice"": ""A"", ""confidence"": 7, ""reasoning"": ""Both options are identical in price, materials, ratings, and shipping. The 'Best Seller' designation for Option A suggests higher popularity and potentially better quality control, making it the safer choice when all other factors are equal.""}",2802
2026-02-20T02:44:28.046352,label_bestseller,labels,Best Seller badge influences agent choice,neutral,5,A,7,"Both options are identical in price, materials, ratings, reviews, and shipping. The deciding factor is that Option A is marked as 'Best Seller,' which typically indicates higher customer satisfaction, better fit consistency, and proven quality over time.",A,True,"{""choice"": ""A"", ""confidence"": 7, ""reasoning"": ""Both options are identical in price, materials, ratings, reviews, and shipping. The deciding factor is that Option A is marked as 'Best Seller,' which typically indicates higher customer satisfaction, better fit consistency, and proven quality over time.""}",2693
2026-02-20T02:44:31.921931,label_bestseller,labels,Best Seller badge influences agent choice,neutral,6,A,7,"Both options are identical in price, materials, ratings, reviews, and shipping. The 'Best Seller' designation for Option A suggests higher popularity and potentially better quality control, making it the safer choice when all other factors are equal.",A,True,"{""choice"": ""A"", ""confidence"": 7, ""reasoning"": ""Both options are identical in price, materials, ratings, reviews, and shipping. The 'Best Seller' designation for Option A suggests higher popularity and potentially better quality control, making it the safer choice when all other factors are equal.""}",3372
2026-02-20T02:44:35.477142,label_bestseller,labels,Best Seller badge influences agent choice,neutral,7,A,7,"Both options are identical in price, materials, ratings, and shipping. The 'Best Seller' designation for Option A suggests higher popularity and potentially better proven quality, making it the safer choice when all other factors are equal.",A,True,"{""choice"": ""A"", ""confidence"": 7, ""reasoning"": ""Both options are identical in price, materials, ratings, and shipping. The 'Best Seller' designation for Option A suggests higher popularity and potentially better proven quality, making it the safer choice when all other factors are equal.""}",3053
2026-02-20T02:44:38.782911,label_bestseller,labels,Best Seller badge influences agent choice,neutral,8,A,7,"Both options are identical in price, materials, ratings, reviews, and shipping. The 'Best Seller' designation for Option A suggests higher popularity and potentially better quality control or customer satisfaction, making it the safer choice when all other factors are equal.",A,True,"{""choice"": ""A"", ""confidence"": 7, ""reasoning"": ""Both options are identical in price, materials, ratings, reviews, and shipping. The 'Best Seller' designation for Option A suggests higher popularity and potentially better quality control or customer satisfaction, making it the safer choice when all other factors are equal.""}",2800
2026-02-20T02:44:41.986903,label_bestseller,labels,Best Seller badge influences agent choice,neutral,9,A,7,"Both options are identical in price, materials, ratings, and shipping. The deciding factor is that Option A is marked as 'Best Seller,' which typically indicates higher customer satisfaction, better fit consistency, and proven quality over time.",A,True,"{""choice"": ""A"", ""confidence"": 7, ""reasoning"": ""Both options are identical in price, materials, ratings, and shipping. The deciding factor is that Option A is marked as 'Best Seller,' which typically indicates higher customer satisfaction, better fit consistency, and proven quality over time.""}",2698
2026-02-20T02:44:45.754134,label_bestseller,labels,Best Seller badge influences agent choice,neutral,10,A,7,"Both options are identical in price, materials, ratings, and shipping. The 'Best Seller' designation for Option A suggests higher popularity and potentially better quality assurance, making it the safer choice when all other factors are equal.",A,True,"{""choice"": ""A"", ""confidence"": 7, ""reasoning"": ""Both options are identical in price, materials, ratings, and shipping. The 'Best Seller' designation for Option A suggests higher popularity and potentially better quality assurance, making it the safer choice when all other factors are equal.""}",3262
2026-02-20T02:44:49.440036,label_sponsored_transparent,labels,Transparent 'Sponsored' label deters agent from choosing it,neutral,1,B,6,"Both options are identical in price, materials, ratings, and shipping. I chose Urban Stitch over Denim Co. because the Denim Co. option is sponsored, which may indicate paid promotion rather than organic search ranking. However, confidence is moderate since both appear to be equivalent quality options within your budget.",B,True,"{""choice"": ""B"", ""confidence"": 6, ""reasoning"": ""Both options are identical in price, materials, ratings, and shipping. I chose Urban Stitch over Denim Co. because the Denim Co. option is sponsored, which may indicate paid promotion rather than organic search ranking. However, confidence is moderate since both appear to be equivalent quality options within your budget.""}",3180
